timestamp,red,ir,label,notes
1764262486.823255,49993,99987,normal,"Kisi oturuyor, dinlenik halde"
1764262486.8283913,50041,100082,normal,"Kisi oturuyor, dinlenik halde"
1764262486.8334975,50085,100171,normal,"Kisi oturuyor, dinlenik halde"
1764262486.8385918,50151,100302,normal,"Kisi oturuyor, dinlenik halde"
1764262486.843687,50178,100357,normal,"Kisi oturuyor, dinlenik halde"
1764262486.848864,50246,100492,normal,"Kisi oturuyor, dinlenik halde"
1764262486.8540056,50265,100531,normal,"Kisi oturuyor, dinlenik halde"
1764262486.8591585,50338,100677,normal,"Kisi oturuyor, dinlenik halde"
1764262486.8647306,50386,100773,normal,"Kisi oturuyor, dinlenik halde"
1764262486.8698409,50419,100838,normal,"Kisi oturuyor, dinlenik halde"
1764262486.8754964,50467,100934,normal,"Kisi oturuyor, dinlenik halde"
1764262486.8806016,50502,101004,normal,"Kisi oturuyor, dinlenik halde"
1764262486.8857026,50539,101079,normal,"Kisi oturuyor, dinlenik halde"
1764262486.89083,50580,101160,normal,"Kisi oturuyor, dinlenik halde"
1764262486.8959079,50610,101221,normal,"Kisi oturuyor, dinlenik halde"
1764262486.901002,50679,101359,normal,"Kisi oturuyor, dinlenik halde"
1764262486.9060845,50691,101383,normal,"Kisi oturuyor, dinlenik halde"
1764262486.9111547,50746,101493,normal,"Kisi oturuyor, dinlenik halde"
1764262486.9162183,50786,101573,normal,"Kisi oturuyor, dinlenik halde"
1764262486.921292,50825,101651,normal,"Kisi oturuyor, dinlenik halde"
1764262486.9263597,50862,101725,normal,"Kisi oturuyor, dinlenik halde"
1764262486.9314222,50890,101781,normal,"Kisi oturuyor, dinlenik halde"
1764262486.9364958,50914,101828,normal,"Kisi oturuyor, dinlenik halde"
1764262486.941713,50950,101901,normal,"Kisi oturuyor, dinlenik halde"
1764262486.946811,50978,101956,normal,"Kisi oturuyor, dinlenik halde"
1764262486.952017,51001,102003,normal,"Kisi oturuyor, dinlenik halde"
1764262486.9570913,51039,102079,normal,"Kisi oturuyor, dinlenik halde"
1764262486.9621732,51062,102124,normal,"Kisi oturuyor, dinlenik halde"
1764262486.9673164,51079,102159,normal,"Kisi oturuyor, dinlenik halde"
1764262486.9724052,51103,102207,normal,"Kisi oturuyor, dinlenik halde"
1764262486.9774718,51115,102231,normal,"Kisi oturuyor, dinlenik halde"
1764262486.9825358,51163,102326,normal,"Kisi oturuyor, dinlenik halde"
1764262486.987618,51178,102357,normal,"Kisi oturuyor, dinlenik halde"
1764262486.9926858,51174,102348,normal,"Kisi oturuyor, dinlenik halde"
1764262486.9977489,51218,102436,normal,"Kisi oturuyor, dinlenik halde"
1764262487.0028129,51205,102410,normal,"Kisi oturuyor, dinlenik halde"
1764262487.0078764,51221,102443,normal,"Kisi oturuyor, dinlenik halde"
1764262487.0129397,51211,102422,normal,"Kisi oturuyor, dinlenik halde"
1764262487.0180042,51235,102470,normal,"Kisi oturuyor, dinlenik halde"
1764262487.0230684,51223,102446,normal,"Kisi oturuyor, dinlenik halde"
1764262487.0281315,51248,102497,normal,"Kisi oturuyor, dinlenik halde"
1764262487.0331943,51233,102467,normal,"Kisi oturuyor, dinlenik halde"
1764262487.0382876,51245,102491,normal,"Kisi oturuyor, dinlenik halde"
1764262487.0433688,51243,102486,normal,"Kisi oturuyor, dinlenik halde"
1764262487.0484715,51245,102491,normal,"Kisi oturuyor, dinlenik halde"
1764262487.053543,51235,102471,normal,"Kisi oturuyor, dinlenik halde"
1764262487.05862,51248,102496,normal,"Kisi oturuyor, dinlenik halde"
1764262487.0636864,51220,102440,normal,"Kisi oturuyor, dinlenik halde"
1764262487.0687497,51216,102433,normal,"Kisi oturuyor, dinlenik halde"
1764262487.0738142,51197,102394,normal,"Kisi oturuyor, dinlenik halde"
1764262487.0788786,51193,102387,normal,"Kisi oturuyor, dinlenik halde"
1764262487.0839422,51170,102340,normal,"Kisi oturuyor, dinlenik halde"
1764262487.0890057,51164,102329,normal,"Kisi oturuyor, dinlenik halde"
1764262487.094069,51131,102262,normal,"Kisi oturuyor, dinlenik halde"
1764262487.0991316,51109,102218,normal,"Kisi oturuyor, dinlenik halde"
1764262487.104195,51095,102190,normal,"Kisi oturuyor, dinlenik halde"
1764262487.1092596,51071,102143,normal,"Kisi oturuyor, dinlenik halde"
1764262487.1143305,51021,102043,normal,"Kisi oturuyor, dinlenik halde"
1764262487.1193979,51012,102024,normal,"Kisi oturuyor, dinlenik halde"
1764262487.1244607,50983,101966,normal,"Kisi oturuyor, dinlenik halde"
1764262487.1295247,50980,101961,normal,"Kisi oturuyor, dinlenik halde"
1764262487.134588,50936,101873,normal,"Kisi oturuyor, dinlenik halde"
1764262487.1396515,50901,101802,normal,"Kisi oturuyor, dinlenik halde"
1764262487.1447158,50883,101766,normal,"Kisi oturuyor, dinlenik halde"
1764262487.1497798,50840,101680,normal,"Kisi oturuyor, dinlenik halde"
1764262487.1548438,50804,101608,normal,"Kisi oturuyor, dinlenik halde"
1764262487.1599078,50760,101521,normal,"Kisi oturuyor, dinlenik halde"
1764262487.1649718,50705,101411,normal,"Kisi oturuyor, dinlenik halde"
1764262487.1700363,50691,101383,normal,"Kisi oturuyor, dinlenik halde"
1764262487.1751003,50649,101298,normal,"Kisi oturuyor, dinlenik halde"
1764262487.180163,50605,101211,normal,"Kisi oturuyor, dinlenik halde"
1764262487.185226,50580,101161,normal,"Kisi oturuyor, dinlenik halde"
1764262487.1902895,50531,101063,normal,"Kisi oturuyor, dinlenik halde"
1764262487.1953528,50472,100944,normal,"Kisi oturuyor, dinlenik halde"
1764262487.2004163,50439,100878,normal,"Kisi oturuyor, dinlenik halde"
1764262487.2054853,50381,100762,normal,"Kisi oturuyor, dinlenik halde"
1764262487.2105544,50331,100662,normal,"Kisi oturuyor, dinlenik halde"
1764262487.2156212,50300,100601,normal,"Kisi oturuyor, dinlenik halde"
1764262487.2206852,50228,100457,normal,"Kisi oturuyor, dinlenik halde"
1764262487.2257493,50205,100411,normal,"Kisi oturuyor, dinlenik halde"
1764262487.230813,50156,100313,normal,"Kisi oturuyor, dinlenik halde"
1764262487.2358766,50093,100187,normal,"Kisi oturuyor, dinlenik halde"
1764262487.2409408,50056,100113,normal,"Kisi oturuyor, dinlenik halde"
1764262487.2460048,50018,100036,normal,"Kisi oturuyor, dinlenik halde"
1764262487.2510684,49973,99946,normal,"Kisi oturuyor, dinlenik halde"
1764262487.2561328,49907,99814,normal,"Kisi oturuyor, dinlenik halde"
1764262487.2611964,49876,99753,normal,"Kisi oturuyor, dinlenik halde"
1764262487.2662601,49844,99689,normal,"Kisi oturuyor, dinlenik halde"
1764262487.2713242,49793,99586,normal,"Kisi oturuyor, dinlenik halde"
1764262487.276388,49738,99476,normal,"Kisi oturuyor, dinlenik halde"
1764262487.2814512,49699,99398,normal,"Kisi oturuyor, dinlenik halde"
1764262487.2865145,49626,99253,normal,"Kisi oturuyor, dinlenik halde"
1764262487.2915778,49611,99222,normal,"Kisi oturuyor, dinlenik halde"
1764262487.2966418,49537,99075,normal,"Kisi oturuyor, dinlenik halde"
1764262487.3017051,49501,99003,normal,"Kisi oturuyor, dinlenik halde"
1764262487.3067694,49458,98917,normal,"Kisi oturuyor, dinlenik halde"
1764262487.311833,49428,98857,normal,"Kisi oturuyor, dinlenik halde"
1764262487.3168964,49381,98763,normal,"Kisi oturuyor, dinlenik halde"
1764262487.3219602,49345,98691,normal,"Kisi oturuyor, dinlenik halde"
1764262487.327024,49295,98591,normal,"Kisi oturuyor, dinlenik halde"
1764262487.3320875,49262,98525,normal,"Kisi oturuyor, dinlenik halde"
1764262487.3371508,49229,98458,normal,"Kisi oturuyor, dinlenik halde"
1764262487.3422148,49207,98414,normal,"Kisi oturuyor, dinlenik halde"
1764262487.3472786,49172,98345,normal,"Kisi oturuyor, dinlenik halde"
1764262487.3523421,49133,98266,normal,"Kisi oturuyor, dinlenik halde"
1764262487.3574061,49089,98179,normal,"Kisi oturuyor, dinlenik halde"
1764262487.36247,49031,98063,normal,"Kisi oturuyor, dinlenik halde"
1764262487.3675337,49021,98043,normal,"Kisi oturuyor, dinlenik halde"
1764262487.3725975,48998,97996,normal,"Kisi oturuyor, dinlenik halde"
1764262487.3776615,48982,97964,normal,"Kisi oturuyor, dinlenik halde"
1764262487.3827248,48944,97889,normal,"Kisi oturuyor, dinlenik halde"
1764262487.3877885,48919,97838,normal,"Kisi oturuyor, dinlenik halde"
1764262487.3928523,48901,97802,normal,"Kisi oturuyor, dinlenik halde"
1764262487.3979158,48868,97737,normal,"Kisi oturuyor, dinlenik halde"
1764262487.4029799,48844,97688,normal,"Kisi oturuyor, dinlenik halde"
1764262487.4080436,48838,97676,normal,"Kisi oturuyor, dinlenik halde"
1764262487.4131072,48820,97641,normal,"Kisi oturuyor, dinlenik halde"
1764262487.4181705,48794,97589,normal,"Kisi oturuyor, dinlenik halde"
1764262487.423247,48790,97580,normal,"Kisi oturuyor, dinlenik halde"
1764262487.4283328,48785,97570,normal,"Kisi oturuyor, dinlenik halde"
1764262487.433405,48789,97579,normal,"Kisi oturuyor, dinlenik halde"
1764262487.438476,48784,97569,normal,"Kisi oturuyor, dinlenik halde"
1764262487.4435434,48753,97507,normal,"Kisi oturuyor, dinlenik halde"
1764262487.4486055,48771,97543,normal,"Kisi oturuyor, dinlenik halde"
1764262487.4536684,48762,97525,normal,"Kisi oturuyor, dinlenik halde"
1764262487.4587336,48739,97478,normal,"Kisi oturuyor, dinlenik halde"
1764262487.4637976,48769,97538,normal,"Kisi oturuyor, dinlenik halde"
1764262487.4688623,48769,97538,normal,"Kisi oturuyor, dinlenik halde"
1764262487.4739263,48762,97524,normal,"Kisi oturuyor, dinlenik halde"
1764262487.47899,48760,97520,normal,"Kisi oturuyor, dinlenik halde"
1764262487.484054,48778,97557,normal,"Kisi oturuyor, dinlenik halde"
1764262487.489118,48781,97562,normal,"Kisi oturuyor, dinlenik halde"
1764262487.4941819,48791,97583,normal,"Kisi oturuyor, dinlenik halde"
1764262487.499246,48801,97602,normal,"Kisi oturuyor, dinlenik halde"
1764262487.5043092,48822,97645,normal,"Kisi oturuyor, dinlenik halde"
1764262487.5093727,48835,97670,normal,"Kisi oturuyor, dinlenik halde"
1764262487.514436,48852,97705,normal,"Kisi oturuyor, dinlenik halde"
1764262487.5194993,48878,97757,normal,"Kisi oturuyor, dinlenik halde"
1764262487.5245624,48908,97816,normal,"Kisi oturuyor, dinlenik halde"
1764262487.5296254,48938,97877,normal,"Kisi oturuyor, dinlenik halde"
1764262487.534696,48944,97888,normal,"Kisi oturuyor, dinlenik halde"
1764262487.5397604,48965,97930,normal,"Kisi oturuyor, dinlenik halde"
1764262487.5448248,48998,97997,normal,"Kisi oturuyor, dinlenik halde"
1764262487.549889,49037,98075,normal,"Kisi oturuyor, dinlenik halde"
1764262487.5549529,49067,98134,normal,"Kisi oturuyor, dinlenik halde"
1764262487.5600166,49089,98179,normal,"Kisi oturuyor, dinlenik halde"
1764262487.5650802,49116,98233,normal,"Kisi oturuyor, dinlenik halde"
1764262487.5701444,49154,98308,normal,"Kisi oturuyor, dinlenik halde"
1764262487.575208,49197,98395,normal,"Kisi oturuyor, dinlenik halde"
1764262487.5802708,49217,98434,normal,"Kisi oturuyor, dinlenik halde"
1764262487.5853348,49271,98543,normal,"Kisi oturuyor, dinlenik halde"
1764262487.5903976,49294,98588,normal,"Kisi oturuyor, dinlenik halde"
1764262487.595461,49338,98677,normal,"Kisi oturuyor, dinlenik halde"
1764262487.600525,49398,98796,normal,"Kisi oturuyor, dinlenik halde"
1764262487.6055887,49422,98844,normal,"Kisi oturuyor, dinlenik halde"
1764262487.6106522,49471,98942,normal,"Kisi oturuyor, dinlenik halde"
1764262487.6157155,49528,99057,normal,"Kisi oturuyor, dinlenik halde"
1764262487.6207788,49575,99150,normal,"Kisi oturuyor, dinlenik halde"
1764262487.625842,49607,99215,normal,"Kisi oturuyor, dinlenik halde"
1764262487.630906,49640,99281,normal,"Kisi oturuyor, dinlenik halde"
1764262487.6359696,49684,99369,normal,"Kisi oturuyor, dinlenik halde"
1764262487.6410327,49742,99484,normal,"Kisi oturuyor, dinlenik halde"
1764262487.6460962,49784,99568,normal,"Kisi oturuyor, dinlenik halde"
1764262487.6511598,49825,99650,normal,"Kisi oturuyor, dinlenik halde"
1764262487.6562228,49900,99800,normal,"Kisi oturuyor, dinlenik halde"
1764262487.6612864,49906,99813,normal,"Kisi oturuyor, dinlenik halde"
1764262487.6663506,49971,99942,normal,"Kisi oturuyor, dinlenik halde"
1764262487.6714144,50017,100035,normal,"Kisi oturuyor, dinlenik halde"
1764262487.6764772,50075,100150,normal,"Kisi oturuyor, dinlenik halde"
1764262487.6815443,50087,100175,normal,"Kisi oturuyor, dinlenik halde"
1764262487.6866083,50144,100288,normal,"Kisi oturuyor, dinlenik halde"
1764262487.6916711,50199,100398,normal,"Kisi oturuyor, dinlenik halde"
1764262487.6967344,50250,100500,normal,"Kisi oturuyor, dinlenik halde"
1764262487.701799,50296,100592,normal,"Kisi oturuyor, dinlenik halde"
1764262487.7068624,50345,100691,normal,"Kisi oturuyor, dinlenik halde"
1764262487.7119265,50393,100786,normal,"Kisi oturuyor, dinlenik halde"
1764262487.7169898,50433,100866,normal,"Kisi oturuyor, dinlenik halde"
1764262487.7220535,50479,100958,normal,"Kisi oturuyor, dinlenik halde"
1764262487.727117,50525,101051,normal,"Kisi oturuyor, dinlenik halde"
1764262487.7321808,50573,101147,normal,"Kisi oturuyor, dinlenik halde"
1764262487.7372444,50603,101207,normal,"Kisi oturuyor, dinlenik halde"
1764262487.7423074,50651,101303,normal,"Kisi oturuyor, dinlenik halde"
1764262487.7473705,50680,101360,normal,"Kisi oturuyor, dinlenik halde"
1764262487.7524638,50748,101496,normal,"Kisi oturuyor, dinlenik halde"
1764262487.75756,50752,101504,normal,"Kisi oturuyor, dinlenik halde"
1764262487.7626321,50780,101560,normal,"Kisi oturuyor, dinlenik halde"
1764262487.7677054,50820,101640,normal,"Kisi oturuyor, dinlenik halde"
1764262487.7727723,50869,101738,normal,"Kisi oturuyor, dinlenik halde"
1764262487.7778397,50902,101804,normal,"Kisi oturuyor, dinlenik halde"
1764262487.7829053,50922,101845,normal,"Kisi oturuyor, dinlenik halde"
1764262487.7879784,50959,101919,normal,"Kisi oturuyor, dinlenik halde"
1764262487.793045,50990,101980,normal,"Kisi oturuyor, dinlenik halde"
1764262487.7981098,51013,102026,normal,"Kisi oturuyor, dinlenik halde"
1764262487.8031745,51034,102068,normal,"Kisi oturuyor, dinlenik halde"
1764262487.808238,51078,102157,normal,"Kisi oturuyor, dinlenik halde"
1764262487.813302,51101,102202,normal,"Kisi oturuyor, dinlenik halde"
1764262487.8183653,51126,102252,normal,"Kisi oturuyor, dinlenik halde"
1764262487.8234289,51127,102255,normal,"Kisi oturuyor, dinlenik halde"
1764262487.828493,51154,102308,normal,"Kisi oturuyor, dinlenik halde"
1764262487.8335562,51169,102339,normal,"Kisi oturuyor, dinlenik halde"
1764262487.8386185,51182,102364,normal,"Kisi oturuyor, dinlenik halde"
1764262487.8436863,51210,102421,normal,"Kisi oturuyor, dinlenik halde"
1764262487.8487515,51224,102449,normal,"Kisi oturuyor, dinlenik halde"
1764262487.8538158,51224,102448,normal,"Kisi oturuyor, dinlenik halde"
1764262487.85888,51252,102505,normal,"Kisi oturuyor, dinlenik halde"
1764262487.863944,51233,102467,normal,"Kisi oturuyor, dinlenik halde"
1764262487.8690116,51246,102492,normal,"Kisi oturuyor, dinlenik halde"
1764262487.874078,51255,102511,normal,"Kisi oturuyor, dinlenik halde"
1764262487.879144,51255,102510,normal,"Kisi oturuyor, dinlenik halde"
1764262487.8842082,51243,102487,normal,"Kisi oturuyor, dinlenik halde"
1764262487.8892717,51246,102493,normal,"Kisi oturuyor, dinlenik halde"
1764262487.8943355,51236,102473,normal,"Kisi oturuyor, dinlenik halde"
1764262487.8993993,51247,102494,normal,"Kisi oturuyor, dinlenik halde"
1764262487.9044626,51240,102480,normal,"Kisi oturuyor, dinlenik halde"
1764262487.9095526,51210,102421,normal,"Kisi oturuyor, dinlenik halde"
1764262487.9146233,51210,102421,normal,"Kisi oturuyor, dinlenik halde"
1764262487.919696,51180,102361,normal,"Kisi oturuyor, dinlenik halde"
1764262487.924764,51192,102384,normal,"Kisi oturuyor, dinlenik halde"
1764262487.9298277,51174,102349,normal,"Kisi oturuyor, dinlenik halde"
1764262487.9348998,51150,102300,normal,"Kisi oturuyor, dinlenik halde"
1764262487.9399686,51133,102267,normal,"Kisi oturuyor, dinlenik halde"
1764262487.945031,51100,102200,normal,"Kisi oturuyor, dinlenik halde"
1764262487.950096,51099,102199,normal,"Kisi oturuyor, dinlenik halde"
1764262487.9551604,51059,102119,normal,"Kisi oturuyor, dinlenik halde"
1764262487.9602246,51034,102068,normal,"Kisi oturuyor, dinlenik halde"
1764262487.9652882,51010,102020,normal,"Kisi oturuyor, dinlenik halde"
1764262487.9703522,50988,101977,normal,"Kisi oturuyor, dinlenik halde"
1764262487.975416,50948,101897,normal,"Kisi oturuyor, dinlenik halde"
1764262487.9804795,50933,101867,normal,"Kisi oturuyor, dinlenik halde"
1764262487.985543,50889,101778,normal,"Kisi oturuyor, dinlenik halde"
1764262487.9906068,50838,101677,normal,"Kisi oturuyor, dinlenik halde"
